# Enu Ex El Plx Ply Plz vtx_x vtx_y vtx_z mu_propagated_dist vtx_dist_to_detector E_mu_at_detector w
4093.34 86.8864 4007.4 3.46213 4007.39 -6.35574 -1.01709 -1587.26 17.0387 1865.78 1587.35 383.068 0.0545037
5844.46 3563.78 2281.62 0.730572 2281.61 -5.32431 10.0828 -1315.98 -8.95954 1727.95 1316.05 414.823 0.086035
24660 9243.8 15417.1 42.2416 15417 27.2065 -8.40582 -5106.96 2.31101 2278.64 5106.97 0.105658 0.415338
48778.8 164.081 48615.7 1.57473 48615.7 6.94212 6.83751 -4269.87 2.22212 3993.83 4269.88 0.105658 0.769378
22021.2 6170.03 15852.1 8.89537 15852.1 -16.6077 -10.0674 -2795.15 4.31523 3646.91 2795.17 968.104 0.372287
18049.8 4224.37 13826.4 -28.3125 13826.3 12.0319 6.38683 -4289.75 -21.0448 2452.3 4289.81 0.105658 0.305487
26863.1 7880.64 18983.5 12.0002 18983.4 -21.0807 -1.21792 -5741.95 -12.216 3746.66 5741.96 0.105658 0.450526
751.328 702.91 49.3578 -1.26151 49.3392 0.480861 11.9956 -726.819 -0.681168 86.4918 726.918 0.105658 0.00425354
174036 45222.2 128815 -61.7926 128815 -32.3854 8.73906 -195.434 -2.56923 4509.58 195.646 114589 2.07984
8725.86 5382.84 3343.96 -2.51582 3343.95 8.10231 4.72806 -107.556 -3.95405 1891.43 107.733 2228.58 0.139102
13063.2 12635.5 428.612 -4.91408 428.508 8.05536 17.6015 -2153.07 -23.523 585.772 2153.27 0.105658 0.218071
2947.01 1268.74 1679.22 -12.4875 1679.17 2.99678 9.34397 -701.661 -2.03463 1245.63 701.726 414.322 0.0348872
44681.7 26326.7 18355.9 -10.1237 18355.9 12.2715 -6.47917 -2098.02 15.6617 3576.09 2098.09 2500.64 0.713469
2982.12 577.339 2405.72 8.98946 2405.7 -3.22778 -13.6412 -2497.89 -8.5481 1551.86 2497.94 0.105658 0.0354673
5958.4 216.71 5742.62 5.22657 5742.62 1.41468 -4.22469 -1633.38 -4.4089 1724.31 1633.39 51.7172 0.0881195
20447.4 3021.22 17427.2 -11.875 17427.1 -28.4421 7.9216 -2723.59 10.5313 3129.31 2723.62 248.75 0.34611
22633 14375.6 8258.35 0.150535 8258.33 17.3248 8.85132 13.6305 -2.38148 2373.49 16.4259 8168.78 0.000116942
36666.3 8469.35 28197.9 21.4858 28197.9 -54.5581 -1.6792 -5311.26 -8.93978 2898.03 5311.27 0.105658 0.59951
28997.6 9177.16 19821.4 -5.38735 19821.4 14.2496 -6.67769 -4941.21 0.77915 3368.84 4941.21 0.105658 0.483991
42380 814.176 41566.8 -3.35149 41566.8 -8.11581 10.1369 -5614.93 -6.42031 3359.28 5614.95 0.105658 0.681388
66434.9 55376.1 11059.8 12.6426 11059.8 -3.33547 0.424249 -4358.42 3.42014 1717.74 4358.42 0.105658 0.995691
10212.7 338.985 9874.67 1.06185 9874.67 1.89084 -10.9264 -1853.98 -12.3748 2844.38 1854.05 1028.92 0.166421
4916.36 224.429 4692.87 -6.46588 4692.85 11.2862 10.6106 -35.1553 -19.1801 2152.13 41.4289 4554.73 0.0691764
3173.82 2524.32 650.437 -0.7589 650.407 6.23619 2.37993 -1452.39 -30.855 805.916 1452.72 0.105658 0.0386638
4176.65 1749.34 2428.25 -20.6483 2428.08 -20.0088 8.60038 -852.314 -4.52459 1603.75 852.369 760.511 0.0559719
14925.4 3760.36 11166 -28.7861 11165.9 13.7877 11.9061 -4152.37 14.1837 1263.83 4152.42 0.105658 0.251178
3157.42 2138.75 1019.62 4.34783 1019.43 19.1228 0.890289 -1802.64 -26.2148 832.26 1802.83 0.105658 0.0383885
29614.7 1035.29 28580.4 -13.0394 28580.4 10.3762 -2.80492 -2171.18 12.0843 3233.97 2171.21 1490.41 0.49355
16888.9 739.107 16150.8 14.8518 16150.8 -1.34975 -3.42278 -87.5491 13.4208 1603.48 88.6379 15274.8 0.285489
6279.65 748.594 5531.99 8.08664 5531.96 17.0033 4.93895 -2142.21 -2.95945 2668.19 2142.22 435.779 0.0940099
13211.6 4543.78 8668.76 11.8682 8668.76 -0.48564 -0.168228 -2002.36 1.309 1665.97 2002.36 0.105658 0.220731
14763 888.585 13875.4 10.2605 13875.4 5.5594 -12.3054 -2377.29 -15.8965 3287.34 2377.37 735.373 0.248315
167014 131149 35866.1 -22.9535 35866 -34.0107 -1.67191 -8839.24 1.67916 2568.48 8839.24 0.105658 2.01889
16745.4 4008.04 12738.3 -38.7178 12738.2 -31.2482 22.6847 -4166.17 24.0491 4469.31 4166.3 230.568 0.283004
2080.7 126.79 1954.85 6.2314 1954.84 -3.37327 -7.30609 -28.8346 12.8246 1778.54 32.3926 1898.38 0.0211836
220524 66380.6 154145 43.9723 154145 35.1023 -7.3209 -2751.37 -12.749 2059.11 2751.41 0.105658 2.46131
21998.4 12998.7 9000.63 18.8111 9000.57 -23.8226 -16.2347 -4959.88 27.7726 2838.08 4959.98 0.105658 0.37191
66525.9 5975.71 60551.1 13.1302 60551.1 -28.9859 2.64126 -3874.4 17.2643 4128 3874.44 362.986 0.996817
36305.6 22661.4 13645.1 -2.77192 13645.1 2.95293 10.9196 -5550.47 -17.4204 1600.82 5550.5 0.105658 0.594223
4855.61 2031.94 2824.61 13.9431 2824.51 -20.0162 -23.8394 -3149.29 16.9872 1737.79 3149.43 0.105658 0.0680828
28748.4 345.058 28404.2 10.8086 28404.2 0.77254 4.75369 -4014.48 1.37943 3349.44 4014.49 0.105658 0.480114
32224.2 11258.2 20967 26.9444 20967 -12.4355 -11.7925 -3316.52 15.3533 2120.06 3316.58 0.105658 0.533452
5875.09 3045.53 2830.5 -5.96771 2830.49 4.99625 -3.53308 -799.823 -15.5406 566.768 799.982 0.105658 0.0865955
13604.8 1553.67 12052.1 12.2772 12052.1 -0.834707 -5.33484 -1402.39 -11.941 2769.24 1402.45 2333.9 0.227758
1840.32 582.378 1258.88 9.08174 1258.84 -3.7988 -8.595 16.0021 16.6009 672.77 24.6075 1225.94 0.0176541
19469.9 9365.74 10105.1 18.6166 10105.1 -0.741464 -15.1677 -2648.35 13.4568 288.621 2648.43 0.105658 0.32966
28918.9 28558.7 361.161 -3.04661 361.146 1.22671 18.393 -2237.49 11.7661 412.158 2237.6 0.105658 0.48276
40557.6 29162.4 11396.1 19.087 11396.1 10.7373 -7.19076 -4631.18 -14.7862 3274.06 4631.21 0.105658 0.655631
21573.2 1931.86 19642.3 8.36151 19642.3 34.7573 2.89977 -675.87 18.2758 242.485 676.124 0.105658 0.364875
58508.8 22937.4 35572.3 -35.0421 35572.3 5.91005 2.74189 -1248.41 13.3383 3092.43 1248.49 3326.54 0.896809
90701.7 41161.8 49540.9 13.2825 49540.9 24.1043 7.72442 -6572.26 -5.49864 2938.65 6572.26 0.105658 1.27631
517.503 318.715 199.727 3.87386 199.689 0.250868 -13.0121 -160.529 -1.80963 281.815 161.066 91.2452 0.0022556
34747.3 14069.1 20679.2 11.3687 20679.2 -22.4223 -7.05346 -4175.26 12.7053 1394.93 4175.28 0.105658 0.571243
154093 42413.8 111681 75.725 111681 -36.43 -9.66101 -3171.9 12.1337 2976.99 3171.94 0.105658 1.90401
18617.2 5386.09 13232 17.1303 13232 36.4286 -13.3616 -3301.21 5.19664 651.057 3301.24 0.105658 0.31518
16533.1 1434.27 15099.8 4.28528 15099.8 25.0802 9.53526 13.4082 -10.7274 2282.57 19.6412 14913.8 0.279317
3221 1047.13 2174.8 9.43507 2174.75 -11.7721 -9.1787 -2013.62 8.34808 1713.13 2013.65 0.105658 0.039457
51144.9 20222.5 30923.3 -4.60869 30923.3 -20.7675 10.7408 -2753.72 -8.51087 3547.13 2753.75 1177.37 0.801034
28160 21538.5 6622.45 -9.02328 6622.41 21.3387 0.804889 -2790.03 -3.46837 2775.09 2790.03 0.105658 0.470932
36943.7 14947.4 21997.3 -6.95392 21997.3 0.817178 -1.56882 -4336.79 -11.1713 2612.26 4336.81 0.105658 0.603562
13213 944.933 12269 2.64443 12269 14.6113 2.30145 -3541.59 -23.3668 3301.27 3541.67 0.105658 0.220756
90498.5 88274.4 2224.94 -10.339 2224.92 2.7528 34.5797 -6851.05 -3.30797 1436.75 6851.13 0.105658 1.27407
44633 35024 9609.87 -10.4607 9609.86 2.12529 13.1861 -2260.67 -11.8843 2656.97 2260.74 264.874 0.71279
2558.27 770.464 1788.74 -0.989567 1788.73 6.28888 1.78878 -160.522 -5.23704 1223.65 160.618 1142.9 0.0285779
20383.8 15846.8 4537.89 13.0502 4537.8 23.7413 -7.00766 -4304.12 -11.4165 1441.15 4304.14 0.105658 0.345045
